Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Failure
61,82,949,2,2,1688,530,No
68,93,715,1,2,677,1852,No
65,92,1126,1,2,279,1872,No
63,93,660,0,1,285,873,No
63,85,1325,2,0,1565,267,No
60,81,263,2,2,1518,374,No
66,86,1703,0,0,588,841,No
68,85,320,2,0,439,1312,No
68,89,1777,1,2,437,233,No
68,86,530,2,0,1709,874,No
61,89,1495,1,1,1697,1695,No
65,93,866,2,1,1306,1191,No
63,91,836,1,1,1474,1561,No
68,82,781,3,0,840,1815,No
68,86,878,3,1,1849,1763,No
68,93,447,3,1,1002,1101,No
62,90,198,3,0,715,1884,No
65,81,1951,2,1,1042,1444,No
63,84,1316,1,0,1791,1623,No
67,83,1386,3,1,970,1611,No
62,91,1697,1,0,1187,409,No
66,88,335,2,0,646,626,No
68,84,321,1,2,1071,319,No
67,86,976,0,0,273,607,No
63,87,659,3,0,367,1537,No
63,88,1086,1,0,1998,1020,No
60,88,1774,0,1,476,574,No
67,83,1933,2,0,1350,344,No
66,91,1746,2,0,1038,1387,No
65,91,818,1,1,687,1569,No
68,84,668,2,2,849,1194,No
65,87,1566,2,0,647,837,No
63,83,427,1,1,721,1286,No
68,93,1061,1,2,872,1971,No
63,87,466,1,0,1974,1265,No
61,84,1212,0,1,594,482,No
62,82,1208,2,0,1946,1420,No
60,91,499,2,2,1949,874,No
61,93,1349,3,0,1122,1550,No
63,88,1358,1,2,784,1795,No
66,93,2010,2,2,479,1677,No
61,82,537,2,0,1879,318,No
67,83,1566,2,2,1050,712,No
65,93,353,3,1,1740,1037,No
64,86,350,1,0,1657,1999,No
63,83,810,3,0,321,554,No
62,88,1220,3,0,1290,1197,No
63,85,699,3,0,1844,1167,No
61,83,1578,0,0,919,1446,No
67,87,1054,3,0,1344,1609,No
64,90,585,3,1,1947,1462,No
65,82,213,1,2,1905,1959,No
61,86,637,0,0,1788,761,No
63,90,1931,2,2,876,263,No
67,92,1565,2,1,1491,1364,No
65,87,1840,3,0,1528,1268,No
61,86,1537,2,2,378,1556,No
62,83,962,1,0,1993,553,No
62,83,1604,2,1,623,1536,No
66,90,1295,2,2,1154,1526,No
66,91,1949,2,2,1514,1629,No
64,85,866,2,1,347,708,No
68,84,1161,0,1,1084,413,No
68,86,380,2,2,1732,1779,No
65,92,1071,0,0,946,780,No
63,81,1261,3,2,701,391,No
64,81,414,1,0,795,1492,No
64,85,285,2,1,1618,1572,No
60,86,1711,0,2,1630,462,No
62,82,1700,2,2,1907,1781,No
64,83,1816,0,1,939,1054,No
68,91,1017,2,2,1444,941,No
62,83,1660,0,1,1500,696,No
68,91,1719,2,2,233,1178,No
67,92,773,2,1,1738,577,No
61,82,1571,3,2,822,1428,No
68,93,862,2,1,1659,1022,No
64,84,938,3,1,630,1227,No
67,86,1655,0,2,1033,288,No
61,87,345,1,0,740,754,No
66,84,1860,1,0,1803,804,No
65,85,1718,0,2,506,437,No
62,92,1282,0,2,946,1838,No
60,91,291,3,2,722,275,No
65,89,1547,1,2,1482,332,No
64,82,794,0,0,438,1222,No
65,82,475,1,2,1246,868,No
63,91,1376,1,0,1570,513,No
67,91,1215,2,2,318,1452,No
64,93,155,0,0,950,1010,No
63,90,1911,2,0,1808,1043,No
62,83,495,0,1,1245,411,No
64,89,1488,1,2,1180,1024,No
63,83,1635,1,2,717,1945,No
60,90,729,1,0,1587,1905,No
63,86,1619,1,1,1543,425,No
63,83,820,3,1,1814,569,No
67,89,767,3,0,574,1304,No
60,82,1256,2,0,210,424,No
60,84,831,1,2,1578,162,No
68,81,850,2,2,361,166,No
65,84,1467,2,2,930,202,No
62,84,1904,3,1,1312,1351,No
66,86,795,1,0,976,1331,No
61,84,1569,0,2,503,737,No
68,92,386,3,1,1082,607,No
68,88,1692,0,2,829,1235,No
63,88,357,0,1,1549,361,No
62,82,1652,2,2,882,1783,No
72,82,1336,3,1,1753,540,No
19,88,344,1,2,1519,859,No
63,84,1142,2,1,1681,1346,No
61,88,503,2,2,1912,961,No
67,93,613,3,2,441,1567,No
60,91,1484,2,2,284,449,No
62,93,1745,0,2,779,706,No
62,81,815,1,0,1084,674,No
60,85,253,0,2,766,552,No
63,90,1779,2,0,1063,327,No
65,84,1948,3,0,1401,1653,No
68,86,482,3,1,1216,1860,No
60,84,249,2,2,180,1901,No
62,84,546,1,2,1468,796,No
68,93,637,2,0,1205,1831,No
66,84,805,1,0,1766,1095,No
64,87,710,1,2,420,504,No
63,82,701,2,0,1772,369,No
66,89,485,0,0,1750,277,No
65,85,240,0,1,1022,1667,No
65,93,1201,3,1,1410,1295,No
63,82,1513,0,0,978,351,No
63,92,488,1,2,1261,573,No
61,82,1207,3,2,292,983,No
60,83,164,2,0,515,1726,No
60,90,827,0,1,207,393,No
62,85,280,1,0,1303,591,No
61,90,1205,3,0,1643,1171,No
65,84,172,0,2,1086,1837,No
65,91,284,2,2,444,1741,No
67,92,1627,2,0,1852,732,No
68,81,477,2,2,360,745,No
63,85,1836,2,0,1548,563,No
64,86,1224,2,1,1112,1570,No
67,90,1011,0,0,1423,739,No
65,83,1329,2,0,1516,465,No
63,82,1733,3,1,1447,319,No
68,89,1459,3,2,1783,1393,No
63,85,1365,2,0,1907,181,No
67,85,640,2,2,972,1124,No
63,81,1562,0,2,389,1647,No
67,89,1782,0,2,370,1115,No
61,90,703,0,2,236,1808,No
63,85,1540,0,2,1235,794,No
66,87,1293,1,1,1612,291,No
66,88,1770,0,1,1469,1339,No
64,81,1952,1,2,1512,1952,No
68,81,548,1,2,1677,424,No
67,87,1039,2,0,1088,1447,No
66,81,1323,1,1,797,1622,No
66,86,1690,1,2,1901,1533,No
64,86,1702,2,0,322,786,No
61,91,1496,0,2,1235,332,No
66,85,654,3,1,1224,1545,No
64,92,744,0,2,820,1541,No
62,93,1641,0,0,767,1190,No
66,90,1615,2,0,226,622,No
62,90,1917,1,2,1293,906,No
60,90,1866,1,2,538,1881,No
62,90,1824,1,0,831,2000,No
64,83,1857,2,0,1375,417,No
62,84,514,1,2,906,993,No
62,87,1038,3,2,306,1400,No
62,92,1166,1,0,197,1582,No
66,81,980,0,1,1300,307,No
65,81,715,0,0,709,1009,No
66,81,959,0,1,1429,1572,No
68,84,1651,0,0,301,418,No
63,83,1265,0,1,1572,1529,No
61,93,465,0,2,1633,755,No
60,92,1239,0,1,1925,904,No
63,85,1123,3,0,779,1818,No
62,85,459,0,0,930,862,No
67,93,474,2,0,913,1689,No
68,82,528,2,0,472,1154,No
60,81,1190,2,0,1297,543,No
60,83,1051,0,2,1787,1353,No
60,81,262,2,2,1417,982,No
64,92,1947,0,0,412,1374,No
66,93,1214,0,2,861,1789,No
66,87,361,1,0,1952,1643,No
68,91,1902,2,2,436,1768,No
65,85,956,3,0,745,1031,No
60,91,1446,1,0,1758,1267,No
68,83,1251,0,0,1527,1719,No
61,90,1694,3,2,1341,608,No
62,90,1763,1,2,1074,1686,No
68,90,1534,0,1,1926,1299,No
64,88,427,2,2,1637,2005,No
61,90,1963,3,2,1757,970,No
66,90,1799,1,0,1361,1874,No
64,88,1563,2,1,570,610,No
63,85,882,2,1,1538,1338,No
61,82,1686,2,1,748,895,No
61,88,640,3,0,1997,1465,No
65,90,819,2,1,1199,1706,No
66,86,1415,0,1,1002,1217,No
60,90,1913,2,1,1855,869,No
67,82,1218,0,2,1248,1416,No
60,88,498,1,0,746,1680,No
67,86,190,0,2,773,1941,No
63,89,1641,1,2,1695,157,No
61,93,1570,0,0,1680,174,No
65,89,1146,3,1,216,1038,No
61,84,1773,2,0,633,534,No
66,87,331,3,2,387,1656,No
62,90,1180,0,0,1098,853,No
66,90,1858,0,2,602,455,No
66,90,582,2,0,1466,458,No
61,93,647,3,1,1506,1434,No
61,92,1631,3,0,1765,1635,No
62,82,1480,1,1,605,711,No
64,90,324,0,1,171,2002,No
67,82,1053,2,0,661,1409,No
62,86,858,0,2,1299,676,No
63,87,176,1,1,165,1697,No
66,84,938,1,0,789,1919,No
60,90,1974,3,2,1298,1191,No
68,93,617,1,2,420,272,No
64,82,225,3,0,1189,537,No
61,91,1491,2,0,1366,1605,No
65,81,932,0,1,1982,1245,No
64,92,1467,1,0,1559,1493,No
66,87,1903,3,0,1838,1811,No
61,89,634,0,2,411,886,No
67,89,1531,1,0,1860,1373,No
65,89,1899,2,1,1728,789,No
67,88,190,2,1,831,186,No
64,86,266,1,0,1741,1392,No
60,92,1091,0,2,1675,826,No
66,87,1131,3,1,966,514,No
68,92,663,2,2,757,1350,No
65,81,1952,1,1,877,1560,No
60,92,1702,2,1,1953,1417,No
63,91,1015,0,2,1433,516,No
63,87,361,0,0,1010,1829,No
64,86,920,0,0,1844,806,No
62,81,1799,2,2,1537,968,No
68,82,1115,0,1,172,253,No
64,92,1075,3,0,338,174,No
60,85,1219,2,0,978,1683,No
62,92,1160,2,0,1299,268,No
66,84,646,2,0,291,1056,No
64,90,1031,0,1,932,1753,No
64,83,1992,3,2,1977,342,No
65,91,440,2,0,1695,1970,No
64,84,1758,3,2,962,341,No
62,90,848,2,2,1265,1505,No
65,85,1047,0,1,1410,1768,No
66,93,267,3,2,780,1400,No
64,93,1142,1,1,505,1226,No
65,84,1612,1,0,1031,1751,No
67,87,887,2,0,164,1865,No
63,87,483,3,2,601,477,No
64,93,774,3,1,972,396,No
64,82,1219,0,2,1740,666,No
67,93,1788,2,0,1333,1107,No
68,87,271,0,1,1849,542,No
66,83,824,3,1,1304,1456,No
60,88,1949,2,1,1793,492,No
66,85,494,3,1,939,1247,No
63,81,426,2,1,1540,343,No
61,81,1416,2,1,520,698,No
64,87,179,1,2,793,1664,No
63,84,478,3,0,255,1938,No
66,89,1473,1,0,1048,391,No
63,87,1419,2,1,1807,425,No
60,91,941,3,1,1503,1218,No
60,90,836,1,1,786,244,No
66,86,2010,2,0,796,1413,No
60,82,1733,0,2,1731,159,No
61,87,1513,2,0,320,1553,No
67,83,199,3,1,1953,1821,No
60,92,1285,1,2,488,201,No
67,85,915,2,2,330,1277,No
77,77,1558,0,0,1586,251,Yes
66,85,741,1,1,591,1149,No
63,87,1641,1,1,1447,1555,No
68,84,1899,0,0,1897,746,No
67,82,1876,0,1,1958,1601,No
66,89,1376,2,1,1363,1015,No
68,84,1785,2,1,558,1918,No
61,92,1072,0,2,1903,319,No
67,82,1984,2,2,1662,1772,No
68,89,911,0,0,504,291,No
60,87,682,0,0,567,305,No
66,90,1878,2,1,731,302,No
60,82,1869,0,0,274,1406,No
65,93,968,0,1,694,1809,No
62,88,1221,1,1,449,1555,No
61,82,1795,0,2,1155,1146,No
63,92,1392,3,0,431,244,No
61,93,1507,0,0,602,1714,No
63,86,1737,3,2,852,474,No
66,88,1217,3,2,1080,793,No
64,82,1959,2,1,1612,1461,No
61,92,1004,0,1,1505,1871,No
65,81,627,2,0,2010,297,No
67,87,670,2,2,1541,1190,No
61,86,1480,3,2,1853,1226,No
64,91,1089,0,2,470,292,No
62,81,1207,3,0,965,1876,No
64,84,684,3,2,1762,965,No
63,88,1562,1,2,1498,708,No
66,81,360,1,2,650,618,No
67,87,221,2,2,961,1850,No
60,85,581,0,2,224,1301,No
65,85,629,0,2,507,732,No
68,87,1564,3,0,896,985,No
65,85,408,0,1,1531,253,No
60,90,744,1,1,1889,983,No
63,83,436,0,1,345,1472,No
65,93,1889,0,1,1565,839,No
64,81,673,2,1,1596,1286,No
60,85,1389,1,2,973,1919,No
67,81,676,3,2,1209,1973,No
60,93,1959,0,1,659,1960,No
68,85,795,0,1,1400,291,No
67,82,1884,0,1,185,1928,No
68,89,454,2,0,649,1416,No
67,87,623,0,1,1758,1569,No
67,87,1039,2,2,1071,217,No
73,89,516,2,0,740,1350,No
66,87,1474,2,0,904,1769,No
62,88,1217,3,1,772,895,No
68,89,1137,2,1,588,285,No
60,93,1604,0,0,392,908,No
61,92,193,3,0,1727,643,No
67,82,438,3,2,958,1472,No
68,88,1780,1,0,1385,799,No
60,88,531,2,1,918,1246,No
65,86,1328,2,1,1362,1070,No
65,93,1099,0,2,471,1438,No
65,82,1225,2,0,642,1801,No
67,81,1462,1,0,852,892,No
68,89,1128,1,2,1980,712,No
64,87,1407,0,2,1017,1216,No
65,93,749,0,2,875,1356,No
68,91,1894,2,1,856,1816,No
68,90,1761,2,2,442,1416,No
64,88,492,1,1,1393,1380,No
62,81,1814,1,1,1379,261,No
67,81,1993,1,0,1530,1402,No
61,86,1222,2,0,1204,646,No
60,84,1420,0,1,1159,1616,No
66,86,322,1,1,811,1777,No
60,82,777,3,0,1064,1189,No
61,85,1137,2,0,817,439,No
65,89,1216,2,0,1405,1779,No
65,84,1901,1,2,1331,1223,No
62,93,1987,1,0,445,1274,No
63,82,1947,1,2,1825,735,No
65,82,697,2,0,1351,1035,No
62,88,1233,0,0,450,440,No
62,87,1309,1,1,340,1060,No
63,86,1798,1,1,1980,245,No
65,90,537,0,2,706,919,No
62,93,516,1,2,1365,1999,No
65,83,1101,3,1,1320,736,No
67,90,181,0,1,1429,1333,No
65,87,1998,2,2,366,952,No
68,85,1150,2,0,1013,1086,No
62,91,489,2,2,448,632,No
66,83,464,3,0,1386,1075,No
60,83,888,2,0,846,1012,No
61,93,174,1,1,1274,395,No
67,86,1523,2,2,1129,304,No
67,93,1287,0,0,1952,483,No
67,89,1781,2,2,1010,1864,No
65,87,1673,0,0,782,1188,No
68,86,806,0,1,1701,1098,No
66,85,1683,0,0,352,1554,No
63,91,582,1,2,327,982,No
62,84,894,0,0,1717,319,No
62,84,183,0,2,1107,1291,No
61,93,1267,3,2,1054,1076,No
61,86,733,1,1,475,436,No
64,85,1249,2,1,952,436,No
67,90,542,2,2,1285,892,No
60,83,1898,0,0,260,1200,No
61,87,432,0,1,1883,1914,No
66,81,819,0,0,348,1972,No
65,88,1346,1,0,1668,704,No
66,82,1944,3,0,1225,832,No
60,87,363,1,1,835,673,No
60,85,660,1,2,539,1701,No
66,91,1348,0,1,1400,496,No
61,88,1273,3,2,1974,1095,No
63,92,477,3,0,236,426,No
63,84,761,1,1,1989,281,No
63,85,1805,1,2,1006,232,No
64,89,1729,0,1,942,794,No
68,84,1237,3,1,1352,1758,No
62,84,266,0,1,171,1013,No
62,90,1684,3,1,340,811,No
67,89,304,0,0,1319,1513,No
63,91,459,0,2,1516,463,No
64,83,994,0,1,1626,1616,No
61,87,895,2,2,1034,523,No
63,82,1248,3,1,1833,1907,No
60,91,1873,2,1,1509,1509,No
65,88,728,3,1,948,457,No
68,83,894,0,2,605,562,No
60,92,999,0,0,1322,799,No
67,89,381,3,1,1851,383,No
64,86,240,1,1,1607,1893,No
66,93,1356,0,2,1084,1686,No
65,81,660,3,1,315,389,No
67,93,704,0,1,1743,858,No
67,81,667,3,0,1119,458,No
61,93,1597,2,2,1090,864,No
65,87,1500,3,0,1860,1170,No
62,84,372,2,0,1729,310,No
66,91,845,0,2,1972,1851,No
65,93,233,2,2,893,1396,No
65,87,585,1,1,786,1027,No
67,84,958,0,1,1010,697,No
68,93,383,0,0,451,1918,No
67,90,1629,1,0,1832,1491,No
66,89,1587,3,0,219,1287,No
64,83,203,1,2,1925,968,No
62,86,1119,0,2,1458,1596,No
62,87,241,3,1,428,999,No
66,83,1947,0,0,854,1915,No
66,82,1290,1,2,637,685,No
67,86,547,1,2,1839,655,No
63,83,1966,3,2,1281,1620,No
60,91,725,3,2,1178,758,No
68,81,995,1,2,1908,1706,No
60,84,544,1,2,1435,904,No
62,82,797,0,2,581,1815,No
66,82,826,0,1,1422,856,No
63,82,433,1,2,1050,1203,No
63,86,245,1,0,536,812,No
64,91,1017,1,2,874,563,No
65,82,635,2,2,1438,173,No
68,85,1572,0,0,1526,333,No
68,84,1202,3,1,332,1211,No
63,86,864,3,2,320,1706,No
67,81,2005,0,1,1123,1776,No
62,87,1679,0,1,1623,1138,No
64,91,1620,2,1,1873,211,No
67,85,738,1,1,1252,685,No
68,92,1671,2,0,730,817,No
60,83,366,3,1,1172,1723,No
67,92,1868,1,2,1580,1156,No
60,87,1116,2,1,984,1384,No
67,87,211,3,1,1943,1610,No
60,91,369,2,0,1738,435,No
63,82,1625,3,2,1260,1694,No
66,88,998,3,0,2007,1865,No
61,87,338,0,2,938,1707,No
68,82,414,3,1,422,202,No
68,88,383,1,1,1726,521,No
63,87,1165,1,0,640,1773,No
60,93,1598,0,2,940,252,No
65,84,1905,3,1,550,1542,No
67,91,302,0,2,1245,960,No
65,85,282,2,1,1725,1378,No
68,93,549,3,0,1145,1696,No
63,91,1827,2,0,187,724,No
62,84,1737,2,0,1631,999,No
68,85,500,0,1,575,1172,No
68,90,1237,2,2,327,665,No
63,87,1792,2,2,1565,2000,No
61,85,1268,3,0,621,541,No
60,83,458,2,0,576,909,No
62,88,572,1,1,689,1051,No
63,82,1067,1,1,904,1771,No
65,93,1594,3,2,216,1850,No
63,90,1090,2,1,1811,1551,No
60,90,1463,2,2,1753,1637,No
60,92,1036,0,2,1513,187,No
66,82,542,0,2,458,1032,No
62,90,182,2,1,1353,532,No
61,90,672,1,0,815,371,No
61,84,581,1,2,1083,980,No
63,91,1501,0,0,753,664,No
64,81,734,1,2,1475,1461,No
60,81,1580,3,2,1238,867,No
68,92,323,1,2,1070,725,No
66,89,1320,2,1,1828,1866,No
65,85,1597,0,1,805,1625,No
63,88,1659,3,0,1892,990,No
63,87,1057,3,0,1139,360,No
62,88,1968,2,2,1348,1828,No
66,93,1533,0,0,1438,689,No
66,93,1538,0,0,1742,297,No
64,88,1370,0,0,1479,1624,No
66,86,519,2,0,1157,389,No
66,89,876,0,1,252,1919,No
66,81,1788,2,2,1038,1312,No
61,93,809,2,0,1050,1553,No
62,92,446,3,1,1103,1525,No
65,82,224,2,0,572,204,No
63,89,1196,1,0,1290,1314,No
64,92,681,3,2,1013,1283,No
60,90,1984,0,1,1985,1111,No
68,85,1206,2,0,1682,1794,No
66,93,608,3,0,1229,1249,No
67,85,353,0,1,229,406,No
61,89,598,0,2,949,1403,No
64,85,225,0,2,996,1794,No
68,92,1660,0,2,1009,386,No
68,85,649,3,2,945,695,No
67,84,840,1,2,1419,1132,No
66,81,234,0,0,1173,1626,No
67,82,913,3,2,606,742,No
65,85,1942,0,1,1225,1044,No
63,89,660,0,2,1309,745,No
60,81,1139,1,0,326,895,No
67,91,1941,3,1,1947,1755,No
62,85,937,3,1,1400,1289,No
67,83,1901,2,2,181,781,No
61,86,647,0,2,880,481,No
61,82,337,1,1,1184,862,No
66,93,499,1,0,1799,801,No
64,89,1309,0,2,722,1894,No
68,92,215,3,0,1109,1360,No
63,86,1992,2,1,1180,1086,No
66,91,1827,0,0,599,1769,No
62,90,281,2,2,1710,1908,No
64,91,1277,3,1,1080,1386,No
64,81,1497,1,0,1865,1002,No
62,88,436,1,2,1549,720,No
67,82,1519,1,1,1132,1605,No
68,83,826,1,1,1590,1911,No
64,91,1593,0,2,830,306,No
62,92,1563,2,2,1533,1024,No
68,86,183,1,1,1574,435,No
63,86,1597,0,1,1176,439,No
61,92,852,1,1,1559,1224,No
62,93,1031,0,1,1240,978,No
64,85,1474,1,1,1044,839,No
61,82,1150,1,1,1492,1384,No
68,86,725,0,0,660,1364,No
62,81,265,1,0,356,1136,No
61,81,682,3,1,1609,1177,No
61,91,365,0,2,564,1551,No
60,92,1009,0,0,1016,1540,No
68,81,1619,2,0,1654,1094,No
62,92,710,1,2,1970,570,No
68,87,1137,2,0,1024,781,No
60,86,491,1,1,2009,1997,No
68,82,1641,1,1,1318,1496,No
68,88,1015,1,0,2000,1284,No
61,87,1622,1,1,560,1954,No
64,86,988,2,1,753,329,No
66,93,1950,0,2,1920,1108,No
66,90,866,0,2,1696,523,No
62,87,1775,1,1,1200,1568,No
65,93,406,0,2,289,1788,No
67,84,309,1,0,532,1396,No
61,85,1734,2,1,1902,594,No
64,82,904,3,0,704,672,No
62,94,1214,2,0,504,1708,No
60,92,609,0,2,1336,1538,No
60,94,999,2,0,737,1480,No
60,92,698,1,0,1456,1333,No
67,95,924,0,0,1336,545,No
66,92,1196,2,2,678,487,No
67,93,1417,0,1,1877,1580,No
67,84,838,0,0,1704,1922,No
65,89,1076,0,1,642,796,No
63,86,1578,0,1,1101,466,No
64,89,857,1,2,525,1789,No
63,84,1039,2,0,314,1660,No
64,87,966,0,2,962,1081,No
60,94,602,1,0,1965,1416,No
67,87,393,3,2,1246,1141,No
67,84,1033,0,1,1694,1018,No
67,84,999,0,0,1157,461,No
67,92,1339,1,0,1743,1580,No
63,93,2001,3,2,1146,1911,No
63,93,443,0,0,652,635,No
66,83,622,2,0,697,656,No
67,90,1826,3,1,156,1147,No
62,88,343,3,2,251,339,No
67,94,1525,3,1,1634,1294,No
63,93,159,2,2,315,611,No
61,91,413,0,2,1359,468,No
65,91,1183,0,2,344,341,No
64,94,822,1,0,1847,248,No
66,83,1010,1,0,256,1451,No
67,91,631,0,1,697,378,No
65,82,274,3,1,436,204,No
66,94,829,0,1,660,445,No
68,90,1844,3,0,1450,1064,No
68,88,358,3,0,473,896,No
64,83,794,3,1,1377,297,No
62,87,1491,2,0,1133,1254,No
60,86,1999,3,2,569,1274,No
62,90,1932,2,1,1132,943,No
62,87,426,3,0,705,1461,No
61,91,1190,1,1,1534,1293,No
62,88,1699,0,0,1058,1524,No
61,95,1770,3,0,1304,579,No
65,90,1185,2,1,913,774,No
65,84,155,1,0,746,513,No
61,86,534,3,2,1181,756,No
63,94,903,0,1,1718,1144,No
63,88,922,1,1,1455,1820,No
60,85,1005,1,0,1042,1039,No
63,90,1652,1,2,1778,1568,No
66,90,237,3,0,1159,1099,No
64,91,315,2,2,1099,1060,No
63,89,1432,0,0,605,159,No
62,88,1427,2,1,1171,780,No
68,86,988,2,2,262,484,No
61,90,249,3,2,1439,748,No
68,95,1774,3,2,1907,1540,No
62,95,1889,3,2,1476,1899,No
68,91,558,3,1,1121,645,No
64,93,881,3,0,929,875,No
61,87,1033,2,2,818,1896,No
67,95,1929,0,0,867,1090,No
64,88,683,0,0,1038,365,No
68,88,1236,2,0,231,226,No
67,88,421,0,2,1885,216,No
68,88,1254,0,0,658,752,No
61,85,1857,0,0,245,1814,No
62,88,486,1,2,1282,441,No
61,88,1554,2,0,1038,899,No
61,95,911,2,0,909,1421,No
67,94,468,0,2,886,316,No
65,87,1273,0,0,1965,1105,No
63,88,831,2,0,439,1055,No
63,84,1649,3,1,1238,1983,No
66,91,1069,1,1,632,1310,No
67,83,1319,0,1,1997,1229,No
68,82,1257,2,2,701,1839,No
65,86,980,1,0,1253,236,No
62,94,1312,3,0,474,196,No
65,89,559,3,1,728,1834,No
61,86,1166,1,0,235,967,No
62,94,1175,2,1,1899,832,No
65,91,1878,0,2,729,589,No
63,95,1650,2,1,573,1588,No
66,87,263,1,2,271,436,No
66,87,1856,0,2,379,1677,No
61,84,984,2,2,1678,1911,No
62,87,1707,2,1,1636,915,No
64,94,212,0,1,1016,967,No
63,86,401,1,1,165,496,No
66,83,1153,3,2,677,1046,No
67,94,933,3,2,660,841,No
68,84,1661,3,0,947,1750,No
65,88,2011,3,1,628,1886,No
62,95,935,2,2,1305,563,No
62,87,743,1,0,1569,795,No
63,93,1139,1,0,1783,764,No
68,82,1579,2,0,1711,536,No
63,84,1766,2,0,1750,156,No
67,88,911,2,2,1682,453,No
63,82,974,1,2,386,186,No
65,89,1154,1,1,1275,254,No
66,89,1942,1,1,1983,674,No
60,93,207,2,0,1158,791,No
67,83,1961,3,0,790,907,No
63,88,1465,2,0,299,1835,No
67,83,516,3,2,1170,780,No
62,85,1302,3,2,1252,1565,No
61,88,642,3,1,920,815,No
67,94,1521,2,0,911,1338,No
61,87,977,1,1,1940,948,No
60,83,1541,2,2,1761,559,No
61,92,563,0,0,1349,1592,No
63,87,589,2,2,1937,895,No
60,91,1465,2,2,240,1029,No
63,90,580,1,2,1743,392,No
68,92,1608,0,2,646,1975,No
60,85,1478,0,1,447,191,No
66,82,1896,2,1,1264,813,No
62,89,1916,3,1,265,1809,No
68,94,1120,2,0,229,1569,No
66,93,508,2,2,1725,1353,No
61,83,1745,3,2,976,1638,No
62,83,440,2,0,407,1751,No
65,93,1566,3,0,1661,1691,No
64,84,977,0,2,808,326,No
65,88,434,0,0,633,1981,No
65,91,1958,3,1,1231,864,No
62,95,272,1,2,1753,1459,No
62,93,1174,0,0,527,1050,No
65,83,1604,1,2,1244,1229,No
61,94,1136,1,0,1935,794,No
62,90,656,2,0,1203,761,No
65,93,660,1,2,459,1429,No
66,83,1161,1,2,691,317,No
66,94,1352,2,1,279,880,No
65,94,304,2,1,1623,1927,No
71,86,1023,0,1,195,831,No
60,82,905,1,1,887,1452,No
68,77,353,2,0,1793,414,No
66,87,1832,1,2,1528,615,No
60,90,755,1,0,173,1090,No
68,88,725,3,2,724,1653,No
66,86,1029,0,0,2002,364,No
67,94,1570,1,0,761,439,No
61,88,1018,2,1,1295,923,No
64,89,1557,3,0,1562,632,No
60,87,1811,2,0,1404,1649,No
66,93,1044,2,0,190,640,No
60,95,387,2,1,348,658,No
67,94,1434,0,0,1395,200,No
60,83,838,1,1,219,234,No
60,94,1277,0,1,515,1626,No
62,87,1862,1,2,1287,1860,No
62,89,1441,3,2,323,341,No
62,85,456,0,1,311,292,No
64,95,218,2,2,1393,1037,No
64,93,2009,1,2,400,996,No
64,88,1078,2,1,826,1378,No
64,95,518,3,0,1568,197,No
68,84,1219,2,2,1839,827,No
62,87,1756,0,0,428,1609,No
67,83,593,0,0,1951,603,No
63,90,1710,1,1,777,391,No
65,92,1890,3,2,453,1032,No
68,90,1280,3,0,1685,1119,No
64,93,1431,0,1,262,190,No
67,88,1821,0,0,449,859,No
67,84,1975,2,2,1056,1554,No
63,92,227,2,1,1808,1008,No
67,86,1684,3,2,1723,387,No
62,82,563,1,2,763,820,No
63,95,1864,0,2,1128,456,No
60,82,1820,3,0,1496,824,No
62,84,802,0,0,1288,1903,No
68,83,1643,2,0,414,482,No
67,91,900,0,0,463,1519,No
63,82,934,0,2,1391,1411,No
63,92,163,3,2,647,641,No
68,84,873,0,1,1879,296,No
67,95,1855,1,2,1801,328,No
68,84,1272,1,2,1500,983,No
61,87,913,3,1,1295,519,No
65,86,829,3,2,336,1351,No
62,83,502,2,0,1048,1060,No
68,85,886,2,1,1376,1126,No
63,84,1354,2,0,568,1465,No
65,84,1417,2,1,1035,305,No
60,93,426,0,0,1129,1160,No
61,83,1481,2,0,1041,1738,No
61,90,1879,3,0,156,276,No
66,95,1355,1,2,586,1627,No
64,95,1485,2,2,480,1269,No
68,88,1289,2,0,232,1345,No
65,87,525,0,0,906,1638,No
63,91,1432,3,0,1130,324,No
64,95,441,1,1,929,584,No
65,82,1887,2,0,1791,590,No
65,83,1318,0,2,349,1869,No
68,92,1551,2,2,706,1651,No
66,87,1452,1,2,986,1443,No
62,94,1262,0,1,1694,1180,No
61,91,1667,1,0,1821,471,No
63,93,874,1,0,1776,654,No
60,87,1108,1,1,1291,1785,No
66,87,1693,1,0,782,880,No
60,85,1180,0,2,528,1378,No
66,83,1032,3,2,1638,223,No
66,92,1609,0,0,728,350,No
65,88,1826,0,2,1274,1569,No
64,95,1198,0,2,453,1772,No
62,92,1126,0,1,924,1802,No
65,93,881,3,2,410,1495,No
62,83,816,0,0,1352,182,No
61,89,1753,2,0,455,510,No
68,83,1560,0,1,541,483,No
63,86,156,3,2,1575,251,No
67,86,693,2,0,1310,1130,No
62,93,477,2,2,914,403,No
60,89,368,1,1,1115,1667,No
60,83,1585,3,0,1954,846,No
62,84,252,1,0,183,312,No
60,88,1104,3,1,362,1269,No
64,87,1221,3,2,835,350,No
65,83,678,1,0,431,1012,No
67,89,1339,2,0,1160,1384,No
67,92,480,2,0,1433,1790,No
64,95,1099,1,1,721,475,No
